"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1001","일반음식점","07_24_04_P","3240000","3240000-101-2023-00427","2023-10-24","","03","폐업","02","폐업","2024-05-07","","","","","13.10","134-861","서울특별시 강동구 천호동 25-6 조희빌딩","서울특별시 강동구 양재대로 1609, 조희빌딩 2층 9호 (천호동)","05306","파스타예요 강동천호본점","2024-05-07 15:35:32","U","2024-05-09 02:40:00","경양식","212605.500099383","449677.002959155","경양식","0","0","","","","0","0","0","0","0","","0","0","N","13.1","","","",
"1002","일반음식점","07_24_04_P","3910000","3910038-101-2023-00117","2023-10-18","","03","폐업","02","폐업","2024-11-13","","","","","129.72","451-822","경기도 평택시 포승읍 도곡리 1118-4 평택포승 골든포트 1층","경기도 평택시 포승읍 여술1길 103, 1층 (평택포승 골든포트)","17955","골든호프포차","2024-11-13 14:05:04","U","2024-11-15 02:40:00","한식","185879.624577278","387559.076617377","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","129.72","","","",
"1003","일반음식점","07_24_04_P","3910000","3910029-101-2023-00403","2023-10-18","","03","폐업","02","폐업","2024-05-16","","","","","20.28","459-812","경기도 평택시 서정동 313-21 외 1필지(313-23), 1층","경기도 평택시 서정역로55번길 7-7, 1층 (서정동)","17779","아야진생선구이","2024-05-16 09:37:52","U","2024-05-18 02:40:00","한식","204807.692135726","395165.650157233","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","20.28","","","",
"1004","일반음식점","07_24_04_P","3910000","3910000-101-2023-00415","2023-10-18","","03","폐업","02","폐업","2023-10-22","","","","","48.00","450-040","경기도 평택시 통복동 66-4","경기도 평택시 평택로110번길 50-1 (통복동)","17893","옛날닭강정","2023-10-23 04:15:08","U","2023-10-25 02:40:00","한식","207359.718629938","388519.279285704","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","48","","","",
"1005","일반음식점","07_24_04_P","5310000","5310000-101-2023-00374","2023-10-18","","03","폐업","02","폐업","2023-11-05","","","","","150.00","660-031","경상남도 진주시 충무공동 8 진주종합경기장","경상남도 진주시 동진로 415, 진주종합경기장 야외부스 A-10 (충무공동)","52830","한국생활개선진주시연합회","2023-11-06 04:15:09","U","2023-11-08 02:40:00","한식","303362.985238225","187661.286881155","한식","0","0","","","","0","0","0","0","0","","0","0","N","150","","","",
"1006","일반음식점","07_24_04_P","3490000","3490000-101-2023-00350","2023-10-18","","03","폐업","02","폐업","2024-01-30","","","","","72.56","400-320","인천광역시 중구 중산동 1947-1 오션 솔레뷰 2층 209호","인천광역시 중구 영종진광장로 32, 오션 솔레뷰 2층 209호 (중산동)","22393","크리스피 카우 CRISPY COW","2024-01-30 15:51:03","U","2024-02-01 02:40:00","기타","162730.374194168","443666.194076243","기타","0","0","","","","0","0","0","0","0","","0","0","N","72.56","","","",
"1007","일반음식점","07_24_04_P","3490000","3490000-101-2023-00348","2023-10-18","","03","폐업","02","폐업","2023-11-07","","","","","71.92","400-812","인천광역시 중구 운남동 1599-1 2층 206호","인천광역시 중구 흰바위로 228, 2층 206호 (운남동)","22376","파파양꼬치","2023-11-07 11:53:01","U","2023-11-09 02:40:00","중국식","155824.534467631","442109.782683249","중국식","0","0","","","","0","0","0","0","0","","0","0","N","71.92","","","",
"1008","일반음식점","07_24_04_P","3980000","3980000-101-2023-00192","2023-10-13","","03","폐업","02","폐업","2024-03-29","","","","","21.18","471-859","경기도 구리시 갈매동 552-6 구리갈매 아너시티","경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 138호 (갈매동)","11901","옴마니 분식","2024-03-29 15:20:55","U","2024-03-31 02:40:00","기타","210788.805116026","459177.999364413","기타","0","0","","","","0","0","0","0","0","","0","0","N","21.18","","","",
"1009","일반음식점","07_24_04_P","6510000","6510000-101-2023-00763","2023-10-13","","03","폐업","02","폐업","2024-06-03","","","","064 7667370","97.20","695-979","제주특별자치도 제주시 구좌읍 송당리 2635-3","제주특별자치도 제주시 구좌읍 비자림로 1187, 1층","63355","광어촌","2024-06-03 15:31:59","U","2024-06-05 02:40:00","일식","174956.234994829","-6671.37367939095","일식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","97.2","","","",
"1010","일반음식점","07_24_04_P","6510000","6510000-101-2023-00762","2023-10-13","","03","폐업","02","폐업","2023-10-14","","","","","25.00","695-978","제주특별자치도 제주시 구좌읍 상도리 471-31","","","구좌읍새마을부녀회","2023-10-15 04:15:08","U","2023-10-17 02:40:00","한식","187224.910475248","2890.74397484318","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","25","","","",
"1011","일반음식점","07_24_04_P","3010000","3010000-101-2023-00467","2023-09-27","","03","폐업","02","폐업","2023-10-05","","","","","6.60","100-070","서울특별시 중구 소공동 1","서울특별시 중구 남대문로 81, 지하1층 (소공동)","04533","퍼스","2023-10-06 04:15:09","U","2023-10-08 02:40:00","기타","198259.65357739","451392.198218657","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1012","일반음식점","07_24_04_P","3210000","3210000-101-2023-00437","2023-09-27","","03","폐업","02","폐업","2024-11-12","","","","","70.00","137-840","서울특별시 서초구 방배동 877-11 1층","서울특별시 서초구 서초대로27길 8, 1층 (방배동)","06588","놀로!(NOLO!)","2024-11-12 14:35:20","U","2024-11-14 02:40:00","기타","199483.733648759","442925.792334499","기타","0","0","","","","0","0","0","0","0","","0","0","N","70","","","",
"1013","일반음식점","07_24_04_P","3180000","3180000-101-2023-00725","2023-09-27","","03","폐업","02","폐업","2024-07-23","","","","","54.50","150-875","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)","07335","브레디포스트 더현대서울점","2024-07-23 16:41:15","U","2024-07-25 02:40:00","기타","193592.000380036","447092.629432527","기타","0","0","","","","0","0","0","0","0","","0","0","N","54.5","","","",
"1014","일반음식점","07_24_04_P","3180000","3180000-101-2023-00724","2023-09-27","","03","폐업","02","폐업","2023-10-15","","","","","6.60","150-875","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)","07335","엠케이펍","2023-10-16 04:15:09","U","2023-10-18 02:40:00","기타","193592.000380036","447092.629432527","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1015","일반음식점","07_24_04_P","3200000","3200000-101-2023-00497","2023-10-12","","03","폐업","02","폐업","2023-10-20","","","","","44.71","151-832","서울특별시 관악구 봉천동 1632-3","서울특별시 관악구 봉천로 596 (봉천동)","08793","팔일오광복점(8.15광복점)","2023-10-21 04:15:09","U","2023-10-23 02:40:00","기타","196696.262412316","441558.909383236","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","44.71","","","",
"1016","일반음식점","07_24_04_P","3200000","3200000-101-2023-00496","2023-10-13","","03","폐업","02","폐업","2023-10-21","","","","","73.40","151-832","서울특별시 관악구 봉천동 1632-3","서울특별시 관악구 봉천로 596 (봉천동)","08793","엘따뻬오","2023-10-22 04:15:08","U","2023-10-24 02:40:00","기타","196696.262412316","441558.909383236","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","73.4","","","",
"1017","일반음식점","07_24_04_P","3200000","3200000-101-2023-00495","2023-10-13","","03","폐업","02","폐업","2023-10-21","","","","","49.50","151-832","서울특별시 관악구 봉천동 1632-3","서울특별시 관악구 봉천로 596 (봉천동)","08793","갯벌철판낙지","2023-10-22 04:15:08","U","2023-10-24 02:40:00","기타","196696.262412316","441558.909383236","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","49.5","","","",
"1018","일반음식점","07_24_04_P","5080000","5080000-101-2023-00516","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","오지버거구미2호점","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1019","일반음식점","07_24_04_P","5080000","5080000-101-2023-00515","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","원평맛좋아막창","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1020","일반음식점","07_24_04_P","5080000","5080000-101-2023-00514","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","감성쭈꾸미봉곡점","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1021","일반음식점","07_24_04_P","5080000","5080000-101-2023-00513","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","반미362원호점","2023-10-30 04:15:08","U","2023-11-01 02:40:00","분식","321206.462985608","291459.171654246","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1022","일반음식점","07_24_04_P","5080000","5080000-101-2023-00512","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","청운복집","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1023","일반음식점","07_24_04_P","5080000","5080000-101-2023-00511","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","꼬갈비포차","2023-10-30 04:15:08","U","2023-11-01 02:40:00","기타","321206.462985608","291459.171654246","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1024","일반음식점","07_24_04_P","5080000","5080000-101-2023-00510","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","앗싸가오리무침","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1025","일반음식점","07_24_04_P","5080000","5080000-101-2023-00509","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","새우찜알찜","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1026","일반음식점","07_24_04_P","5080000","5080000-101-2023-00508","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","밀회관송정점","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1027","일반음식점","07_24_04_P","5080000","5080000-101-2023-00507","2023-10-25","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","은희네","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1028","일반음식점","07_24_04_P","4050000","5640000-101-2023-00204","2023-09-18","","03","폐업","02","폐업","2024-11-06","","","","","45.83","448-830","경기도 용인시 수지구 성복동 33-5 수지 제일 아이조움","경기도 용인시 수지구 심곡로 87, 수지 제일 아이조움 지하1층 132호 (성복동)","16860","성복동 43도","2024-11-06 17:35:28","U","2024-11-08 02:40:00","한식","207166.174549831","423226.500114633","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","45.83","","","",
"1029","일반음식점","07_24_04_P","4050000","5640000-101-2023-00203","2023-09-18","","03","폐업","02","폐업","2023-10-05","","","","","0.00","448-702","경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점","경기도 용인시 수지구 포은대로 536 (주)신세계백화점경기점 지하2층 일부호 (죽전동)","16896","금덕푸드","2023-10-06 04:15:11","U","2023-10-08 02:40:00","한식","209514.367988403","424782.528523847","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"1030","일반음식점","07_24_04_P","4870000","4870000-101-2023-00026","2023-10-06","","03","폐업","02","폐업","2023-10-14","","","","","0.00","542-805","전라남도 구례군 구례읍 봉서리 891-5 구례군농업기술센터","전라남도 구례군 구례읍 동산1길 32, 구례군농업기술센터","57660","어반플랜트 수영","2023-10-15 04:15:10","U","2023-10-17 02:40:00","중국식","241862.560216309","188784.338729767","중국식","0","1","","","","0","0","0","0","0","","0","0","N","0","","","",
"1031","일반음식점","07_24_04_P","4241000","4241000-101-2023-00084","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","","90.00","","강원특별자치도 삼척시 도계읍 도계리 407","강원특별자치도 삼척시 도계읍 도계강변2길 7","25947","도계향토음식점","2023-10-09 04:15:10","U","2023-10-12 02:40:00","한식","381958.403792785","416563.490445641","한식","0","0","","","","0","0","0","0","0","","0","0","N","90","","","",
"1032","일반음식점","07_24_04_P","3240000","3240000-101-2023-00399","2023-10-06","","03","폐업","02","폐업","2024-10-07","","","","","15.24","134-814","서울특별시 강동구 길동 414-2 영일빌딩","서울특별시 강동구 천호대로175길 52, 영일빌딩 1층 101호 (길동)","05353","비오비피자 익스프레스 강동점","2024-10-07 14:34:32","U","2024-10-09 02:40:00","경양식","212093.609201454","448309.197385248","경양식","0","0","","","","0","0","0","0","0","","0","0","N","15.24","","","",
"1033","일반음식점","07_24_04_P","5700000","5700000-101-2023-00114","2023-10-06","","03","폐업","02","폐업","2024-06-24","","","","","23.00","469-884","경기도 여주시 가남읍 태평리 110-8","경기도 여주시 가남읍 태평중앙1길 4, 1층 101호","12662","고기플렉스","2024-06-24 09:34:14","U","2024-06-26 02:40:00","식육(숯불구이)","248466.623119504","411325.431158087","식육(숯불구이)","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","23","","","",
"1034","일반음식점","07_24_04_P","4201000","4201000-101-2023-00530","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","","강원특별자치도 강릉시 임당동 106-1 임당시장 월화거리","강원특별자치도 강릉시 경강로 2111, 임당시장 (임당동)","25532","포남시장","2023-10-30 04:15:09","U","2023-11-01 02:40:00","기타","367138.851374293","474314.319568211","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1035","일반음식점","07_24_04_P","4201000","4201000-101-2023-00529","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","","강원특별자치도 강릉시 임당동 106-1 임당시장 월화거리","강원특별자치도 강릉시 경강로 2111, 임당시장 (임당동)","25532","음(mm)","2023-10-30 04:15:09","U","2023-11-01 02:40:00","기타","367138.851374293","474314.319568211","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1036","일반음식점","07_24_04_P","4201000","4201000-101-2023-00528","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","","강원특별자치도 강릉시 임당동 106-1 임당시장 월화거리","강원특별자치도 강릉시 경강로 2111, 임당시장 (임당동)","25532","라이스앤샤인","2023-10-30 04:15:09","U","2023-11-01 02:40:00","기타","367138.851374293","474314.319568211","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1037","일반음식점","07_24_04_P","4201000","4201000-101-2023-00527","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","","강원특별자치도 강릉시 임당동 106-1 임당시장 월화거리","강원특별자치도 강릉시 경강로 2111, 임당시장 (임당동)","25532","새바람이오는그늘","2023-10-30 04:15:09","U","2023-11-01 02:40:00","기타","367138.851374293","474314.319568211","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1038","일반음식점","07_24_04_P","3650000","3650000-101-2023-00284","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","윈도우로맨스","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1039","일반음식점","07_24_04_P","4620000","4620000-101-2023-00065","2023-10-24","","03","폐업","02","폐업","2023-11-05","","","","","250.00","357-913","충청남도 태안군 원북면 반계리 824","","","생활개선","2023-11-06 04:15:08","U","2023-11-08 02:40:00","한식","132292.280338215","370373.504889313","한식","0","0","","","","0","0","0","0","0","","0","0","N","250","","","",
"1040","일반음식점","07_24_04_P","3140000","3140000-101-2023-00306","2023-10-24","","03","폐업","02","폐업","2023-11-09","","","","","","158-724","서울특별시 양천구 목동 916 현대하이페리온","서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)","07998","치꼬","2023-11-10 04:15:08","U","2023-11-12 02:40:00","기타","188884.075622342","447186.888604306","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1041","일반음식점","07_24_04_P","3160000","3160000-101-2023-00350","2023-10-24","","03","폐업","02","폐업","2024-11-28","","","","","33.00","152-801","서울특별시 구로구 가리봉동 127-16","서울특별시 구로구 남부순환로105라길 8-4, 1층 중간 3호 (가리봉동)","08387","골목길양꼬치","2024-11-28 11:42:17","U","2024-11-30 02:40:00","중국식","190155.231963837","441990.413427765","중국식","0","0","","","","0","0","0","0","0","","0","0","N","33","","","",
"1042","일반음식점","07_24_04_P","3910000","3910000-101-2023-00414","2023-10-18","","03","폐업","02","폐업","2023-10-22","","","","","36.00","450-040","경기도 평택시 통복동 66-4","경기도 평택시 평택로110번길 50-1 (통복동)","17893","이색손만두","2023-10-23 04:15:08","U","2023-10-25 02:40:00","한식","207359.718629938","388519.279285704","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","36","","","",
"1043","일반음식점","07_24_04_P","3940000","3950000-101-2023-00515","2023-10-18","","03","폐업","02","폐업","2024-07-03","","","","031 9781368","37.30","412-836","경기도 고양시 덕양구 행신동 952 세신훼미리타운","경기도 고양시 덕양구 중앙로 542, 세신훼미리타운 2층 206호 일부호 (행신동)","10495","MZ마라탕","2024-07-03 14:55:35","U","2024-07-06 02:40:00","중국식","185542.969556784","457902.072428832","중국식","0","0","","","","0","0","0","0","0","","0","0","N","37.3","","","",
"1044","일반음식점","07_24_04_P","3780000","3810000-101-2023-00502","2023-10-18","","03","폐업","02","폐업","2024-03-22","","","","","12.40","463-824","경기도 성남시 분당구 서현동 272-3 텍스타워 지하1층 B105호","경기도 성남시 분당구 황새울로319번길 6, 텍스타워 지하1층 B105호 (서현동)","13590","화락바베큐치킨 서현1호점","2024-03-22 15:12:12","U","2024-03-24 02:40:00","호프/통닭","210626.024488302","431493.473572761","호프/통닭","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","12.4","","","",
"1045","일반음식점","07_24_04_P","3040000","3040000-101-2023-00391","2023-10-13","","03","폐업","02","폐업","2024-11-11","","","","","13.88","143-840","서울특별시 광진구 군자동 360-20 광진 동양파라곤 1단지 제지1층 제비101호주방1호","서울특별시 광진구 광나루로 361, 제지1층 제비101호주방1호 (군자동, 광진 동양파라곤 1단지)","05003","성수정성도시락","2024-11-12 09:09:25","U","2024-11-14 02:40:00","김밥(도시락)","206135.609362634","449591.555579704","김밥(도시락)","0","0","","","","0","0","0","0","0","","0","0","N","13.88","","","",
"1046","일반음식점","07_24_04_P","3020000","3020000-101-2023-00397","2023-09-27","","03","폐업","02","폐업","2023-10-12","","","","","","140-780","서울특별시 용산구 한강로3가 40-999 용산역","서울특별시 용산구 한강대로23길 55, 용산역 7층 (한강로3가)","04377","그리너스","2023-10-13 04:15:08","U","2023-10-15 02:40:00","기타","196762.077394917","447480.039577359","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1047","일반음식점","07_24_04_P","3050000","3050000-101-2023-00362","2023-09-27","","03","폐업","02","폐업","2024-08-16","","","","","22.44","130-713","서울특별시 동대문구 전농동 645-2 동아아파트","서울특별시 동대문구 서울시립대로 31, 102동 104호 (전농동, 동아아파트)","02591","김가 탕후루","2024-08-16 15:17:27","U","2024-08-19 02:40:00","중국식","203967.783536236","452510.849293451","중국식","0","0","","","","0","0","0","0","0","","0","0","N","22.44","","","",
"1048","일반음식점","07_24_04_P","5180000","5180000-101-2023-00061","2023-09-27","","03","폐업","02","폐업","2023-10-15","","","","","","766-816","경상북도 영덕군 영덕읍 화개리 251","경상북도 영덕군 영덕읍 경동로 8338, 영덕군민운동장 내 송이장터","36427","유산식당","2023-10-16 04:15:09","U","2023-10-18 02:40:00","한식","412027.059442539","326869.775449669","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1049","일반음식점","07_24_04_P","3230000","3230000-101-2023-00808","2023-10-13","","03","폐업","02","폐업","2023-11-16","","","","","12.90","138-934","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 5층 (신천동)","05551","아미스타","2023-11-17 04:15:09","U","2023-11-19 02:40:00","기타","209074.900840074","445657.80932984","기타","0","0","","","","0","0","0","0","0","","0","0","N","12.9","","","",
"1050","일반음식점","07_24_04_P","4191000","4191000-101-2023-00427","2023-10-25","","03","폐업","02","폐업","2024-08-12","","","","","74.91","","강원특별자치도 원주시 반곡동 1852-2","강원특별자치도 원주시 양지뜰4길 6, 1층 일부호 (반곡동)","26461","더진지원주혁신점","2024-08-12 09:02:15","U","2024-08-14 02:40:00","기타","287054.881686008","425489.115115942","기타","0","0","","","","0","0","0","0","0","","0","0","N","74.91","","","",
"1051","일반음식점","07_24_04_P","3230000","3230000-101-2023-00777","2023-10-06","","03","폐업","02","폐업","2024-10-31","","","","","91.08","138-848","서울특별시 송파구 송파동 24-7","서울특별시 송파구 백제고분로41길 18, 2층 202호 (송파동)","05622","Brewing beans (브루잉빈스)","2024-10-31 13:31:53","U","2024-11-02 02:40:00","기타","209462.513525733","445061.006620464","기타","0","0","","","","0","0","0","0","0","","0","0","N","91.08","","","",
"1052","일반음식점","07_24_04_P","3180000","3180000-101-2023-00696","2023-09-18","","03","폐업","02","폐업","2023-10-31","","","","","6.60","150-985","서울특별시 영등포구 영등포동4가 434-5 신세계백화점","서울특별시 영등포구 영중로 9, 지하1층 (영등포동4가)","07305","포동푸딩 주식회사","2023-11-01 04:15:09","U","2023-11-03 02:40:00","기타","191581.500265536","446108.807192753","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1053","일반음식점","07_24_04_P","3180000","3180000-101-2023-00695","2023-09-18","","03","폐업","02","폐업","2024-10-08","","","","","23.10","150-991","서울특별시 영등포구 문래동3가 55-3 홈플러스","서울특별시 영등포구 당산로 42, 홈플러스 2층 X8,YK호 (문래동3가)","07297","장금수부대찌개 홈플러스영등포점","2024-10-08 11:19:06","U","2024-10-10 02:40:00","한식","190729.506453391","446227.07504062","한식","0","0","","","","0","0","0","0","0","","0","0","N","23.1","","","",
"1054","일반음식점","07_24_04_P","3470000","3470000-101-2023-00429","2023-09-18","","03","폐업","02","폐업","2024-11-05","","","","","27.40","704-816","대구광역시 달서구 상인동 1557 상인평광맨션","대구광역시 달서구 상인서로 3, 상가가동 1층 102-B호 (상인동, 상인평광맨션)","42814","너로 찜한닭","2024-11-05 10:05:44","U","2024-11-07 02:40:00","한식","339702.707452331","257933.92791588","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","27.4","","","",
"1055","일반음식점","07_24_04_P","4090000","4090000-101-2023-00532","2023-09-18","","03","폐업","02","폐업","2024-04-16","","","","03180490890","40.04","415-080","경기도 김포시 구래동 6871-7","경기도 김포시 김포한강10로133번길 127, B103호 (구래동)","10071","호서하정","2024-04-16 10:48:24","U","2024-04-18 02:40:00","기타","166214.893825482","460298.273733436","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","40.04","","","",
"1056","일반음식점","07_24_04_P","3110000","3110000-101-2023-00332","2023-09-18","","03","폐업","02","폐업","2024-06-11","","","","","43.60","122-891","서울특별시 은평구 신사동 337-5 6호선 새절역사무소","서울특별시 은평구 증산로 지하 400, 6호선 새절역사무소 지하층 616-101호 (신사동)","03442","비비커피 새절역점","2024-06-11 11:53:18","U","2024-06-13 02:40:00","기타","192271.91851628","454320.240002891","기타","0","0","","","","0","0","0","0","0","","0","0","N","43.6","","","",
"1057","일반음식점","07_24_04_P","3650000","3650000-101-2023-00292","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","달케디저트카페","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1058","일반음식점","07_24_04_P","3650000","3650000-101-2023-00291","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","뺑집 둔산점","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1059","일반음식점","07_24_04_P","3650000","3650000-101-2023-00285","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","이이디에스프레소바","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1060","일반음식점","07_24_04_P","3650000","3650000-101-2023-00283","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","시나몬","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1061","일반음식점","07_24_04_P","3650000","3650000-101-2023-00282","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","비비스미트파이오븐","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1062","일반음식점","07_24_04_P","3650000","3650000-101-2023-00281","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","드림커피랩","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1063","일반음식점","07_24_04_P","3650000","3650000-101-2023-00280","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","콜마르브레드","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1064","일반음식점","07_24_04_P","3650000","3650000-101-2023-00279","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","행복을굽는당","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
