"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","일반음식점","07_24_04_P","3140000","3140000-101-2024-00382","2024-11-18","","03","폐업","02","폐업","2024-11-28","","","","","","158-724","서울특별시 양천구 목동 916 현대하이페리온","서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)","07998","페스토페스토","2024-11-29 04:15:08","U","2024-12-01 02:40:00","기타","188884.075622342","447186.888604306","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"2","일반음식점","07_24_04_P","3230000","3230000-101-2024-00918","2024-11-18","","03","폐업","02","폐업","2024-11-21","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 지하1층 (잠실동)","05554","주식회사 달링베이커리","2024-11-22 04:15:09","U","2024-11-24 02:40:00","기타","208589.363343145","445455.90405262","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3","일반음식점","07_24_04_P","3930000","5560000-101-2024-00291","2024-11-18","","03","폐업","02","폐업","2024-11-22","","","","031 4149422","","425-140","경기도 안산시 단원구 선부동 1189 이편한세상 선부역 어반스퀘어 상가동 105호 일부","경기도 안산시 단원구 선부광장1로 179, 이편한세상 선부역 어반스퀘어 상가동 105호 일부 (선부동)","15366","최배달K푸드","2024-11-22 16:31:38","U","2024-11-24 02:40:00","분식","182688.916840009","425741.81411192","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"4","일반음식점","07_24_04_P","3330000","3330000-101-2024-00484","2024-11-18","","03","폐업","02","폐업","2024-11-24","","","","","","612-704","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 제1전시장 3A홀 (우동)","48060","꼬알라파이(KKOALAPIE) 청주충북도청점","2024-11-25 04:15:10","U","2024-11-27 02:40:00","기타","394482.139208377","187606.035424193","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5","일반음식점","07_24_04_P","5020000","5040000-101-2024-00332","2024-11-18","","03","폐업","02","폐업","2024-11-23","","","","","25.00","791-803","경상북도 포항시 북구 두호동 1015-6 영일대 장미공원 일원","","","비진259공샐","2024-11-24 04:15:09","U","2024-11-26 02:40:00","기타","414549.907360515","287280.471955445","기타","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"6","일반음식점","07_24_04_P","3160000","3160000-101-2024-00413","2024-11-18","","03","폐업","02","폐업","2024-11-28","","","","","0.00","152-706","서울특별시 구로구 신도림동 692 디큐브시티","서울특별시 구로구 경인로 662, 지하 2층 (신도림동, 디큐브시티)","08209","금덕푸드","2024-11-29 04:15:08","U","2024-12-01 02:40:00","기타","190107.045415333","445157.626366229","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"7","일반음식점","07_24_04_P","3220000","3220000-101-2024-01407","2024-11-18","","03","폐업","02","폐업","2024-11-23","","","","031 123 4567","","135-731","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513, 코엑스 B전시관 3607 (푸드위크 박람회) (삼성동)","06164","크로롤(한시적)","2024-11-24 04:15:11","U","2024-11-26 02:40:00","기타","205130.591678902","445590.096837802","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","일반음식점","07_24_04_P","3740000","3760000-101-2024-00349","2024-11-18","","03","폐업","02","폐업","2024-11-24","","","","","","441-859","경기도 수원시 권선구 서둔동 296-124","경기도 수원시 권선구 세화로134번길 37, 전시장 일부 (서둔동)","16621","드 포스트레","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","199672.086338054","418258.297963828","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"9","일반음식점","07_24_04_P","3010000","3010000-101-2024-00552","2024-11-18","","03","폐업","02","폐업","2024-11-28","","","","","3.30","100-747","서울특별시 중구 충무로1가 52-5 신세계백화점건물","서울특별시 중구 소공로 63, 신세계백화점건물 지하1층 (충무로1가)","04530","금덕푸드","2024-11-29 04:15:08","U","2024-12-01 02:40:00","기타","198263.90839194","450960.762964932","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"10","일반음식점","07_24_04_P","4040000","4040000-101-2024-00441","2024-11-18","","03","폐업","02","폐업","2024-11-19","","","","","","465-030","경기도 하남시 신장동 570 하남두산위브파크","경기도 하남시 하남대로 747, 하남두산위브파크 홈플러스 1층 일부호 (신장동)","12961","Cafe Walnut(커피,호두나무)","2024-11-20 04:15:09","U","2024-11-22 02:40:00","기타","218722.326285059","448437.965903226","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"11","일반음식점","07_24_04_P","3780000","3810000-101-2024-00475","2024-11-18","","03","폐업","02","폐업","2024-11-28","","","","","","463-721","경기도 성남시 분당구 서현동 263 AK플라자 지하1(일부)층","경기도 성남시 분당구 황새울로360번길 42, AK플라자 지하1(일부)층 (서현동)","13591","금덕푸드-한시적","2024-11-29 04:15:09","U","2024-12-01 02:40:00","기타","210853.833466798","431447.85813153","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"12","일반음식점","07_24_04_P","5680000","5680000-101-2024-00240","2024-11-18","","03","폐업","02","폐업","2024-11-21","","","","","66.40","343-060","충청남도 당진시 시곡동 53-1","충청남도 당진시 서해로 6271-22, 프리미엄아울렛 I동 107,108호 (시곡동)","31764","빅스타피자 당진기지시점","2024-11-21 17:31:42","U","2024-11-23 02:40:00","기타","171707.391825546","378077.742589154","기타","0","0","","","지하수전용","0","0","0","0","0","","0","0","N","66.4","","","",
"13","일반음식점","07_24_04_P","3460000","3460000-101-2024-00440","2024-11-18","","03","폐업","02","폐업","2024-11-20","","","","","0.00","706-837","대구광역시 수성구 중동 97-5 1,2층","대구광역시 수성구 수성로 226, 1,2층 (중동)","42151","피카커피중동점","2024-11-20 15:25:46","U","2024-11-22 02:40:00","기타","345655.36772497","261811.85162145","기타","0","0","","","","0","0","0","0","0","","0","0","Y","0","","","",
"14","일반음식점","07_24_04_P","3410000","3410000-101-2024-00354","2024-11-18","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","키츠네","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"15","일반음식점","07_24_04_P","3180000","3180000-101-2024-00825","2024-11-18","","03","폐업","02","폐업","2024-11-28","","","","","6.60","150-875","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108, 더현대서울 5층 (여의도동)","07335","알로하컴퍼니","2024-11-29 04:15:10","U","2024-12-01 02:40:00","기타","193592.000380036","447092.629432527","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"16","일반음식점","07_24_04_P","3180000","3180000-101-2024-00824","2024-11-18","","03","폐업","02","폐업","2024-11-26","","","","","6.60","150-720","서울특별시 영등포구 당산동3가 385-1 영등포구청","서울특별시 영등포구 당산로 123, 영등포구청 광장 (당산동3가)","07260","청춘감성 쌀핫도그 신길대영점","2024-11-27 04:15:09","U","2024-11-29 02:40:00","기타","190733.030903431","447118.969319485","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"17","일반음식점","07_24_04_P","3940000","3960100-101-2024-00333","2024-11-25","","03","폐업","02","폐업","2024-11-28","","","","","130.16","410-842","경기도 고양시 일산동구 풍동 145-18 1층 전체호","경기도 고양시 일산동구 백마로 496, 1층 전체호 (풍동)","10300","더테이블","2024-11-28 14:48:51","U","2024-11-30 02:40:00","경양식","182584.45413419","462246.718025158","경양식","0","0","","","","0","0","0","0","0","","0","0","N","130.16","","","",
"18","일반음식점","07_24_04_P","3740000","3760000-101-2024-00354","2024-11-20","","03","폐업","02","폐업","2024-11-24","","","","","","441-859","경기도 수원시 권선구 서둔동 296-124","경기도 수원시 권선구 세화로134번길 37, 수원메쎄 2홀 일부호 (서둔동)","16621","알로하와 스무디볼","2024-11-25 04:15:09","U","2024-11-27 02:40:00","라이브카페","199672.086338054","418258.297963828","라이브카페","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"19","일반음식점","07_24_04_P","4400000","4400000-101-2024-00221","2024-11-20","","03","폐업","02","폐업","2024-11-24","","","","0436425255","","390-875","충청북도 제천시 봉양읍 주포리 207-18","충청북도 제천시 봉양읍 주포로5길 55, 콩축제 행사장 내","27113","봉양읍 여성단체","2024-11-25 04:15:09","U","2024-11-27 02:40:00","한식","299762.774723497","404057.879902855","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"20","일반음식점","07_24_04_P","3220000","3220000-101-2024-01423","2024-11-20","","03","폐업","02","폐업","2024-11-28","","","","","0.00","135-730","서울특별시 강남구 삼성동 159-7 현대백화점","서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)","06164","바두찌(한시적)","2024-11-29 04:15:09","U","2024-12-01 02:40:00","기타","205210.358779172","445154.42225208","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"21","일반음식점","07_24_04_P","3220000","3220000-101-2024-01419","2024-11-20","","03","폐업","02","폐업","2024-11-28","","","","031 543 9348","","135-724","서울특별시 강남구 압구정동 429 현대백화점본점","서울특별시 강남구 압구정로 165, 현대백화점 본점 B1층 농가의 식탁 (압구정동)","06001","농가의 식탁 포천점(한시적)","2024-11-29 04:15:09","U","2024-12-01 02:40:00","기타","202358.505687227","447232.955697694","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"22","일반음식점","07_24_04_P","3410000","3410000-101-2024-00362","2024-11-21","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","세연콩국","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"23","일반음식점","07_24_04_P","4870000","4870000-101-2024-00038","2024-11-21","","03","폐업","02","폐업","2024-11-24","","","","061 7836994","125.00","542-835","전라남도 구례군 산동면 좌사리 846-9","전라남도 구례군 산동면 지리산온천로 428","57604","안동국밥곰탕두부이야기","2024-11-25 04:15:09","U","2024-11-27 02:40:00","한식","242849.561013948","202279.040094145","한식","0","0","","","","0","0","0","0","0","","0","0","N","125","","","",
"24","일반음식점","07_24_04_P","5310000","5310000-101-2024-00394","2024-11-21","","03","폐업","02","폐업","2024-11-24","","","","","25.00","660-031","경상남도 진주시 충무공동 15-1 2024 진주한우숯불구이축제 27호","","","연심상회","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","303261.695687961","187343.114207356","기타","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"25","일반음식점","07_24_04_P","5310000","5310000-101-2024-00393","2024-11-21","","03","폐업","02","폐업","2024-11-24","","","","","50.00","660-031","경상남도 진주시 충무공동 15-1 2024 진주한우숯불구이축제 부스 제33,34호","","","원유통","2024-11-25 04:15:09","U","2024-11-27 02:40:00","한식","303261.695687961","187343.114207356","한식","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"26","일반음식점","07_24_04_P","3470000","3470000-101-2024-00446","2024-11-21","","03","폐업","02","폐업","2024-11-26","","","","","0.00","704-400","대구광역시 달서구 월성동 1863 월성 협성휴포레","대구광역시 달서구 조암로10길 11, 302동 1층 105호 (월성동, 월성 협성휴포레)","42754","동그라미쿠키 신월성점","2024-11-26 14:09:15","U","2024-11-28 02:40:00","기타","337513.131193023","259364.470854883","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"27","일반음식점","07_24_04_P","3390000","3390000-101-2024-00127","2024-11-21","","03","폐업","02","폐업","2024-11-24","","","","","5.30","617-825","부산광역시 사상구 삼락동 29-68 삼락생태공원 인라인 스케이트장 3트랙 일대","","","구구식탁","2024-11-25 04:15:11","U","2024-11-27 02:40:00","한식","379579.118263284","186454.303547828","한식","0","0","","","","0","0","0","0","0","","0","0","N","5.3","","","",
"28","일반음식점","07_24_04_P","4610000","4610000-101-2024-00121","2024-11-21","","03","폐업","02","폐업","2024-11-26","","","","","0.00","340-809","충청남도 예산군 예산읍 향천리 252 윤봉길체육관","충청남도 예산군 예산읍 예산로 352, 윤봉길체육관 후측","32438","귀곡식품(제21회예산군어머니체육대회)","2024-11-27 04:15:09","U","2024-11-29 02:40:00","한식","187614.724457844","353013.441957739","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"29","일반음식점","07_24_04_P","3520000","3520000-101-2024-00568","2024-11-20","","03","폐업","02","폐업","2024-11-24","","","","","0.00","406-081","인천광역시 연수구 송도동 6-1 송도컨벤시아 2,3,4홀 일부","인천광역시 연수구 센트럴로 123, 송도컨벤시아 2,3,4홀 일부 (송도동)","21998","배추다방","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","168586.793115425","431839.387665384","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"30","일반음식점","07_24_04_P","3940000","4100100-101-2024-00299","2024-11-20","","03","폐업","02","폐업","2024-11-28","","","","","","411-766","경기도 고양시 일산서구 대화동 2602 현대백화점 킨텍스점 지하1층일부","경기도 고양시 일산서구 호수로 817, 현대백화점 킨텍스점 지하1층일부 (대화동)","10391","츄르호떡(한시적)","2024-11-29 04:15:10","U","2024-12-01 02:40:00","기타","178006.080301401","462865.812502378","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"31","일반음식점","07_24_04_P","3940000","4100100-101-2024-00298","2024-11-20","","03","폐업","02","폐업","2024-11-24","","","","","","411-766","경기도 고양시 일산서구 대화동 2700 제2킨텍스전시장 7홀일부","경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스전시장 7홀일부 (대화동)","10390","오사카푸드(한시적)","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","177158.311187542","462546.660972252","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"32","일반음식점","07_24_04_P","3730000","3730000-101-2024-00240","2024-11-20","","03","폐업","02","폐업","2024-11-24","","","","","","","울산광역시 울주군 삼남읍 교동리 1683-1","울산광역시 울주군 삼남읍 울산역로 255, 울산전시컨벤션","44951","대왕고래카스테라","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","393167.505122869","230515.983376813","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"33","일반음식점","07_24_04_P","3730000","3730000-101-2024-00243","2024-11-21","","03","폐업","02","폐업","2024-11-24","","","","","","","울산광역시 울주군 삼남읍 교동리 1683-1","울산광역시 울주군 삼남읍 울산역로 255, 울산 전시컨벤션","44951","미니룸","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","393167.505122869","230515.983376813","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"34","일반음식점","07_24_04_P","5050000","5050000-101-2024-00440","2024-11-20","","03","폐업","02","폐업","2024-11-22","","","","","","780-080","경상북도 경주시 황남동 321-4","경상북도 경주시 포석로 1046-1 (황남동)","38166","경주문화재초콜릿","2024-11-22 13:52:46","U","2024-11-24 02:40:00","기타","399582.021322428","261617.051710131","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"35","일반음식점","07_24_04_P","3910000","3910029-101-2024-00353","2024-11-20","","03","폐업","02","폐업","2024-11-25","","","","","70.68","","경기도 평택시 고덕동 1886-3","경기도 평택시 고덕갈평5길 28, 어반센터프라자 2층 207호 (고덕동)","18008","낭낭오리","2024-11-25 11:47:30","U","2024-11-27 02:40:00","한식","204218.202678596","394984.772194896","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","70.68","","","",
"36","일반음식점","07_24_04_P","3020000","3020000-101-2024-00580","2024-11-21","","03","폐업","02","폐업","2024-11-28","","","","","","140-780","서울특별시 용산구 한강로3가 40-999 용산역","서울특별시 용산구 한강대로23길 55, 용산역 7층 (한강로3가)","04377","푸드웨이브","2024-11-29 04:15:08","U","2024-12-01 02:40:00","기타","196762.077394917","447480.039577359","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"37","일반음식점","07_24_04_P","5440000","5440000-101-2024-00078","2024-11-20","","03","폐업","02","폐업","2024-11-22","","","","","20.00","667-804","경상남도 하동군 하동읍 읍내리 312-1 인삼나라","경상남도 하동군 하동읍 시장1길 10-4, 점포 64, 65호","52329","농가주부연합회","2024-11-23 04:15:09","U","2024-11-25 02:40:00","한식","268170.982773619","174805.769297173","한식","0","0","","","","0","0","0","0","0","","0","0","N","20","","","",
"38","일반음식점","07_24_04_P","4060000","4060000-101-2024-00698","2024-11-15","","03","폐업","02","폐업","2024-11-16","","","","","0.00","413-864","경기도 파주시 파주읍 파주리 120","경기도 파주시 파주읍 술이홀로 305","10835","새마을부녀회","2024-11-17 04:15:09","U","2024-11-19 02:40:00","한식","184167.447299404","480919.899323408","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"39","일반음식점","07_24_04_P","5210000","5210000-101-2024-00047","2024-11-15","","03","폐업","02","폐업","2024-11-16","","","","","","719-801","경상북도 성주군 성주읍 성산리 2102","","","별고을맛쟁이(별난푸드)","2024-11-17 04:15:09","U","2024-11-19 02:40:00","한식","316232.519152803","269486.860731837","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"40","일반음식점","07_24_04_P","3940000","3960100-101-2024-00329","2024-11-15","","03","폐업","02","폐업","2024-11-15","","","","031 9753881","280.79","410-570","경기도 고양시 일산동구 성석동 405 1층 전체호","경기도 고양시 일산동구 진밭로 119, 1층 전체호 (성석동)","10312","윤영실레시피","2024-11-15 17:37:51","I","2024-11-17 00:12:01","한식","182898.770973058","467047.839215923","한식","0","0","","","","0","0","0","0","0","","0","0","N","280.79","","","",
"41","일반음식점","07_24_04_P","5050000","5050000-101-2024-00434","2024-11-15","","03","폐업","02","폐업","2024-11-24","","","","","","780-946","경상북도 경주시 성동동 40 경주역","경상북도 경주시 원화로 266, 경주역 (성동동)","38147","장푸드","2024-11-25 04:15:10","U","2024-11-27 02:40:00","분식","400302.312655785","262812.255927985","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"42","일반음식점","07_24_04_P","5050000","5050000-101-2024-00432","2024-11-15","","03","폐업","02","폐업","2024-11-24","","","","","","780-946","경상북도 경주시 성동동 40 경주역","경상북도 경주시 원화로 266, 경주역 (성동동)","38147","대승 참숯불뒷고기","2024-11-25 04:15:10","U","2024-11-27 02:40:00","한식","400302.312655785","262812.255927985","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"43","일반음식점","07_24_04_P","3400000","3400000-101-2024-00247","2024-11-15","","03","폐업","02","폐업","2024-11-18","","","","","249.58","619-902","부산광역시 기장군 기장읍 석산리 297","부산광역시 기장군 기장읍 청연로 12, 1층","46081","에이치비종합레포츠 주식회사","2024-11-18 16:13:14","U","2024-11-20 02:40:00","기타","401310.072496528","192830.160005977","기타","0","0","","","","0","0","0","0","0","","0","0","N","249.58","","","",
"44","일반음식점","07_24_04_P","3340000","3340000-101-2024-00161","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","0.00","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","다대아귀협회","2024-11-18 04:15:09","U","2024-11-20 02:40:00","기타","379897.954610347","174669.793638805","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"45","일반음식점","07_24_04_P","3340000","3340000-101-2024-00160","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","연심상회","2024-11-18 04:15:09","U","2024-11-20 02:40:00","한식","379897.954610347","174669.793638805","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"46","일반음식점","07_24_04_P","3340000","3340000-101-2024-00159","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","0.00","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","미정(가문어)","2024-11-18 04:15:09","U","2024-11-20 02:40:00","기타","379897.954610347","174669.793638805","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"47","일반음식점","07_24_04_P","3340000","3340000-101-2024-00158","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","행복유통","2024-11-18 04:15:09","U","2024-11-20 02:40:00","한식","379897.954610347","174669.793638805","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"48","일반음식점","07_24_04_P","3340000","3340000-101-2024-00157","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","0.00","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","용한식당","2024-11-18 04:15:09","U","2024-11-20 02:40:00","기타","379897.954610347","174669.793638805","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"49","일반음식점","07_24_04_P","3340000","3340000-101-2024-00156","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","대구분식","2024-11-18 04:15:09","U","2024-11-20 02:40:00","분식","379897.954610347","174669.793638805","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"50","일반음식점","07_24_04_P","3340000","3340000-101-2024-00155","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","0.00","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","미정스넥","2024-11-18 04:15:09","U","2024-11-20 02:40:00","기타","379897.954610347","174669.793638805","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"51","일반음식점","07_24_04_P","3340000","3340000-101-2024-00154","2024-11-15","","03","폐업","02","폐업","2024-11-17","","","","","0.00","604-825","부산광역시 사하구 다대동 798-1 부산시수협다대위판장","부산광역시 사하구 다대동로8번길 40, 부산시수협다대위판장 (다대동)","49522","이동야시장","2024-11-18 04:15:09","U","2024-11-20 02:40:00","기타","379897.954610347","174669.793638805","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"52","일반음식점","07_24_04_P","4490000","5650000-101-2024-00327","2024-11-21","","03","폐업","02","폐업","2024-11-28","","","","","0.00","330-110","충청남도 천안시 동남구 다가동 578 일봉산 해피트리 111동 1101호","충청남도 천안시 동남구 다가말2길 70, 111동 1층 1101호 (다가동, 일봉산 해피트리)","31182","가장맛있는치킨쌍용점","2024-11-28 11:32:25","U","2024-11-30 02:40:00","한식","212427.268539937","366210.215496067","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"53","일반음식점","07_24_04_P","3410000","3410000-101-2024-00358","2024-11-19","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","이천동미미","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"54","일반음식점","07_24_04_P","3410000","3410000-101-2024-00357","2024-11-19","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","산도맨션","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"55","일반음식점","07_24_04_P","3410000","3410000-101-2024-00356","2024-11-19","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","주스에그(juiceegg)","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"56","일반음식점","07_24_04_P","3410000","3410000-101-2024-00355","2024-11-19","","03","폐업","02","폐업","2024-11-23","","","","","","700-092","대구광역시 중구 동성로2가 0165-0001 일원, 2024 동성로 달콤달달 디저트 페스타","대구광역시 중구 동성로 28, 일원, 2024 동성로 달콤달달 디저트 페스타 (동성로2가)","41938","동성로 샌드","2024-11-24 04:15:10","U","2024-11-26 02:40:00","기타","344019.277226028","264397.27035967","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"57","일반음식점","07_24_04_P","3180000","3180000-101-2024-00835","2024-11-22","","03","폐업","02","폐업","2024-11-27","","","","","6.60","150-720","서울특별시 영등포구 당산동3가 385-1 영등포구청","서울특별시 영등포구 당산로 123, 영등포구청 광장 (당산동3가)","07260","청춘감성쌀핫도그신길대영점","2024-11-28 04:15:09","U","2024-11-30 02:40:00","기타","190733.030903431","447118.969319485","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"58","일반음식점","07_24_04_P","4400000","4400000-101-2024-00227","2024-11-22","","03","폐업","02","폐업","2024-11-24","","","","","","390-875","충청북도 제천시 봉양읍 주포리 207-18","충청북도 제천시 봉양읍 주포로5길 55, 콩축제 행사장 내","27113","주식회사 부성당","2024-11-25 04:15:09","U","2024-11-27 02:40:00","기타","299762.774723497","404057.879902855","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"59","일반음식점","07_24_04_P","4400000","4400000-101-2024-00226","2024-11-22","","03","폐업","02","폐업","2024-11-24","","","","","","390-875","충청북도 제천시 봉양읍 주포리 207-18","충청북도 제천시 봉양읍 주포로5길 55, 콩축제 행사장 내","27113","미당 농가밥집","2024-11-25 04:15:09","U","2024-11-27 02:40:00","한식","299762.774723497","404057.879902855","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"60","일반음식점","07_24_04_P","4400000","4400000-101-2024-00225","2024-11-22","","03","폐업","02","폐업","2024-11-24","","","","","","390-875","충청북도 제천시 봉양읍 주포리 207-18","충청북도 제천시 봉양읍 주포로5길 55","27113","자연음식동호회","2024-11-25 04:15:09","U","2024-11-27 02:40:00","한식","299762.774723497","404057.879902855","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
