"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"170","일반음식점","07_24_04_P","4840000","4840000-101-2023-00209","2023-09-22","","03","폐업","02","폐업","2023-09-23","","","","","9.00","545-879","전라남도 광양시 중동 1334 일원, 가설건축물 1","","","중마동청년회 계절음식점","2023-09-24 04:15:21","U","2023-09-26 02:40:00","한식","263789.416238319","160377.231651787","한식","0","0","","","","0","0","0","0","0","","0","0","N","9","","","",
"171","일반음식점","07_24_04_P","4470000","4470000-101-2023-00219","2023-11-29","","03","폐업","02","폐업","2024-09-03","","","","","176.59","369-811","충청북도 음성군 맹동면 두성리 1358","충청북도 음성군 맹동면 용두2나길 3","27738","아구랑쭈미쭈미","2024-09-03 13:09:01","U","2024-09-05 02:40:00","한식","248458.213259597","378773.505530176","한식","0","0","","","","0","0","0","0","0","","0","0","N","176.59","","","",
"172","일반음식점","07_24_04_P","3450000","3450000-101-2023-00449","2023-11-30","","03","폐업","02","폐업","2023-12-27","","","","","91.94","702-842","대구광역시 북구 산격동 1400-12","대구광역시 북구 산격로6길 24, 2층 (산격동)","41544","홀덤 케이엔유(KNU)","2023-12-27 09:50:48","U","2023-12-29 02:40:00","기타","345110.554167584","266976.418066552","기타","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","91.94","","","",
"173","일반음식점","07_24_04_P","4010000","4010000-101-2023-00892","2023-11-24","","03","폐업","02","폐업","2024-05-08","","","","","36.00","429-828","경기도 시흥시 신천동 716-2 미래산업","경기도 시흥시 호현로21번길 23-1, 1층 일부호 (신천동)","14904","홍은푸드","2024-05-08 12:02:42","U","2024-05-10 02:40:00","한식","180669.725348694","437901.952966518","한식","0","0","","","","0","0","0","0","0","","0","0","N","36","","","",
"174","일반음식점","07_24_04_P","4960000","4960000-101-2023-00038","2023-11-24","","03","폐업","02","폐업","2024-05-28","","","","061 323 5333","82.66","525-851","전라남도 함평군 신광면 월암리 189-4","전라남도 함평군 신광면 신광중앙길 103","57107","용천루","2024-08-28 10:24:01","U","2024-08-30 02:40:00","중국식","154171.323952041","184241.96202876","중국식","0","0","","","","0","0","0","0","0","","0","0","N","82.66","","","",
"175","일반음식점","07_24_04_P","3940000","4100100-101-2023-00347","2023-11-15","","03","폐업","02","폐업","2023-11-26","","","","","","411-766","경기도 고양시 일산서구 대화동 2600 킨텍스제1전시장 4홀호","경기도 고양시 일산서구 킨텍스로 217-60, 킨텍스제1전시장 4홀(일부)호 (대화동)","10390","이선이 명품갈비(한시적영업)","2023-11-27 04:15:09","U","2023-11-29 02:40:00","기타","177370.820174218","462947.515785368","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"176","일반음식점","07_24_04_P","3940000","4100100-101-2023-00346","2023-11-15","","03","폐업","02","폐업","2023-12-03","","","","07071627013","0.00","411-766","경기도 고양시 일산서구 대화동 2600 킨텍스 제1전시장 3,4,5홀","경기도 고양시 일산서구 킨텍스로 217-60, 킨텍스 제1전시장 3,4,5홀 (대화동)","10390","애니플러스서울1호점(한시적영업)","2023-12-04 04:15:11","U","2023-12-06 02:40:00","기타","177370.820174218","462947.515785368","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"177","일반음식점","07_24_04_P","3940000","4100100-101-2023-00344","2023-11-15","","03","폐업","02","폐업","2023-11-30","","","","","","411-766","경기도 고양시 일산서구 대화동 2602 현대백화점 킨텍스점 지하1층호","경기도 고양시 일산서구 호수로 817, 현대백화점 킨텍스점 지하1층 일부호 (대화동)","10391","올드페리도넛 아이파크몰 고척점(한시적영업)","2023-12-01 04:15:09","U","2023-12-03 02:40:00","기타","178006.080301401","462865.812502378","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"178","일반음식점","07_24_04_P","3460000","3460000-101-2023-00355","2023-09-21","","03","폐업","02","폐업","2023-09-24","","","","","","706-801","대구광역시 수성구 두산동 499-4 수성못 솔숲광장 내","대구광역시 수성구 무학로 112, 수성못 솔숲광장 내 (두산동)","42203","한방치킨앤돈가스","2023-09-25 04:15:09","U","2023-09-27 02:40:00","한식","346381.129036554","260006.088328081","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"179","일반음식점","07_24_04_P","3780000","3810000-101-2023-00469","2023-09-22","","03","폐업","02","폐업","2023-10-18","","","","","","463-040","경기도 성남시 분당구 율동 323-10 1층 일부","경기도 성남시 분당구 문정로 142, 1층 일부호 (율동)","13576","요고프로즌요거트카페&와인 분당맛집","2023-10-18 16:32:30","U","2023-10-20 02:40:00","기타","213330.356412679","431168.234471537","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"180","일반음식점","07_24_04_P","5150000","5150000-101-2023-00042","2023-09-22","","03","폐업","02","폐업","2023-10-06","","","","","","769-803","경상북도 의성군 의성읍 중리리 516 의성종합운동장","경상북도 의성군 의성읍 충효로 104, 의성종합운동장","37331","진수성찬","2023-10-07 04:15:10","U","2023-10-09 02:40:00","한식","352748.85963213","318587.710517097","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"181","일반음식점","07_24_04_P","3670000","3670000-101-2023-00509","2023-09-22","","03","폐업","02","폐업","2023-10-12","","","","","","305-330","대전광역시 유성구 지족동 918-2","대전광역시 유성구 은구비서로24번길 6, 지상1층 (지족동)","34085","프루티야(FRUITIYA)","2023-10-12 16:21:47","U","2023-10-14 02:40:00","기타","228723.41988758","319308.939000009","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"182","일반음식점","07_24_04_P","3670000","3670000-101-2023-00507","2023-09-22","","03","폐업","02","폐업","2023-09-23","","","","","","305-808","대전광역시 유성구 원내동 62","","","효페스티벌&전통혼례","2023-09-24 04:15:09","U","2023-09-26 02:40:00","기타","228223.327602646","310996.911383488","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"183","일반음식점","07_24_04_P","5470000","5470000-101-2023-00053","2023-09-22","","03","폐업","02","폐업","2023-10-15","","","","","","670-871","경상남도 거창군 신원면 덕산리 산 57 꽃별마켓 옆 먹거리장터 일원","","","어울림마을","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","282980.081920586","232769.925518123","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"184","일반음식점","07_24_04_P","5470000","5470000-101-2023-00052","2023-09-22","","03","폐업","02","폐업","2023-10-15","","","","","","670-871","경상남도 거창군 신원면 덕산리 산 57 꽃별마켓 옆 먹거리장터 일원","","","청연마을 부녀회","2023-10-16 04:15:11","U","2023-10-18 02:40:00","한식","282980.081920586","232769.925518123","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"185","일반음식점","07_24_04_P","4201000","4201000-101-2023-00455","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","부어스트2N6","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"186","일반음식점","07_24_04_P","4201000","4201000-101-2023-00454","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","비치플러그인","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"187","일반음식점","07_24_04_P","4201000","4201000-101-2023-00453","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","효레의식당","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"188","일반음식점","07_24_04_P","4201000","4201000-101-2023-00452","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","브리또두","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"189","일반음식점","07_24_04_P","4201000","4201000-101-2023-00451","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","전이랑튀김","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"190","일반음식점","07_24_04_P","4201000","4201000-101-2023-00450","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","돈싸롱&모닥치기강릉점","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"191","일반음식점","07_24_04_P","4201000","4201000-101-2023-00449","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 9-9","","","니하오마트","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367219.711849943","474226.666434233","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"192","일반음식점","07_24_04_P","4201000","4201000-101-2023-00448","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 1-7","","","명주상회","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367259.573037346","474181.27619586","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"193","일반음식점","07_24_04_P","4201000","4201000-101-2023-00447","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 1-7","","","디캣웨이브","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367259.573037346","474181.27619586","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"194","일반음식점","07_24_04_P","4201000","4201000-101-2023-00446","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 1-7","","","영진각","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367259.573037346","474181.27619586","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"195","일반음식점","07_24_04_P","4201000","4201000-101-2023-00445","2023-09-22","","03","폐업","02","폐업","2023-10-28","","","","","","","강원특별자치도 강릉시 금학동 1-7","","","코코메로","2023-10-29 04:15:08","U","2023-10-31 02:40:00","기타","367259.573037346","474181.27619586","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"196","일반음식점","07_24_04_P","5670000","5670123-101-2023-00130","2023-09-22","","03","폐업","02","폐업","2023-10-05","","","","","18.56","641-863","경상남도 창원시 의창구 동읍 송정리 21-1 송정주공아파트 상가동 101호","경상남도 창원시 의창구 동읍 용정길 28, 송정주공아파트 상가동 101호","51136","금은동식당","2023-10-05 16:10:42","U","2023-10-07 02:40:00","한식","354745.502710303","198957.848064139","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","18.56","","","",
"197","일반음식점","07_24_04_P","3920000","3920000-101-2023-00115","2023-11-27","","03","폐업","02","폐업","2024-08-26","","","","","60.20","483-030","경기도 동두천시 생연동 698-6","경기도 동두천시 큰시장로 53, 1층 105호 (생연동)","11334","다가카페","2024-08-26 10:33:00","U","2024-08-28 02:40:00","정종/대포집/소주방","204485.649630074","488611.027195745","정종/대포집/소주방","0","0","","","","0","0","0","0","0","","0","0","N","60.2","","","",
"198","일반음식점","07_24_04_P","4800000","4800000-101-2023-00337","2023-12-04","","03","폐업","02","폐업","2024-10-04","","","","","91.75","530-826","전라남도 목포시 상동 889-5","전라남도 목포시 백년대로 304, 104호 (상동)","58690","요커 (yo.kr) 목포하당점","2024-10-04 17:48:13","U","2024-10-06 02:40:00","한식","146951.507416191","145163.464041965","한식","0","0","","","","0","0","0","0","0","","0","0","N","91.75","","","",
"199","일반음식점","07_24_04_P","4490000","5660000-101-2023-00583","2023-12-04","","03","폐업","02","폐업","2024-11-19","","","","","38.40","331-937","충청남도 천안시 서북구 성정동 1128 육영빌딩","충청남도 천안시 서북구 성정중2길 29, 1동 1층 (성정동)","31108","휴게소천안성정점","2024-11-19 14:43:41","U","2024-11-21 02:40:00","기타","211988.263687942","369716.444211846","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","38.4","","","",
"200","일반음식점","07_24_04_P","3780000","3800000-101-2023-00180","2023-12-04","","03","폐업","02","폐업","2023-12-28","","","","","0.00","462-827","경기도 성남시 중원구 성남동 3385","경기도 성남시 중원구 성남대로1140번길 29-14, 2층 (성남동)","13367","회심의 일격","2023-12-28 13:46:07","U","2023-12-30 02:40:00","일식","211606.1370602","436745.123107725","일식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"201","일반음식점","07_24_04_P","4540000","4540000-101-2023-00146","2023-12-04","","03","폐업","02","폐업","2023-12-10","","","","","","320-854","충청남도 논산시 양촌면 양촌리 454 양촌체육공원","","","착한감자탕해장국","2023-12-11 04:15:09","U","2023-12-13 02:40:00","한식","222178.11598329","292091.223547584","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"202","일반음식점","07_24_04_P","3710000","3710000-101-2023-00167","2023-12-04","","03","폐업","02","폐업","2024-11-29","","","","","44.65","682-800","울산광역시 동구 동부동 328","울산광역시 동구 남목18길 2-2, 104호 (동부동)","44006","순이네찬이네마성추어탕","2024-11-29 10:19:00","U","2024-12-01 02:40:00","한식","420228.150231382","229718.743698855","한식","0","0","","","","0","0","0","0","0","","0","0","N","44.65","","","",
"203","일반음식점","07_24_04_P","5710000","5725000-101-2023-00220","2023-12-01","","03","폐업","02","폐업","2024-04-16","","","","","22.32","361-806","충청북도 청주시 서원구 모충동 119-1","충청북도 청주시 서원구 청남로 2153, 1층 (모충동)","28676","호떡과 떡볶이의 만남","2024-04-16 09:39:15","U","2024-04-18 02:40:00","분식","243605.196283513","347124.134994217","분식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","22.32","","","",
"204","일반음식점","07_24_04_P","3100000","3100000-101-2023-00403","2023-11-30","","03","폐업","02","폐업","2024-06-05","","","","","27.00","139-816","서울특별시 노원구 상계동 335 정암빌딩","서울특별시 노원구 상계로 76, 정암빌딩 1층 105호 (상계동)","01695","오빠카레","2024-06-05 11:09:14","U","2024-06-08 02:40:00","일식","205530.727605804","461528.000009108","일식","0","0","","","","0","0","0","0","0","","0","0","N","27","","","",
"205","일반음식점","07_24_04_P","3070000","3070000-101-2023-00408","2023-11-30","","03","폐업","02","폐업","2023-12-28","","","","","3.30","136-719","서울특별시 성북구 길음동 20-1 현대백화점미아점","서울특별시 성북구 동소문로 315, 현대백화점미아점 지하1층 (길음동)","02730","스페이스제로","2023-12-29 04:15:09","U","2023-12-31 02:40:00","기타","202466.801084521","456227.571720914","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"206","일반음식점","07_24_04_P","3190000","3190000-101-2023-00326","2023-11-27","","03","폐업","02","폐업","2024-01-23","","","","","13.72","156-800","서울특별시 동작구 노량진동 58-8","서울특별시 동작구 노량진로14길 10, 지1층 (노량진동)","06922","김치찜&돈곱창","2024-01-23 11:00:57","U","2024-01-25 02:40:00","한식","194799.694080418","445644.702716868","한식","0","0","","","","0","0","0","0","0","","0","0","N","13.72","","","",
"207","일반음식점","07_24_04_P","3200000","3200000-101-2023-00587","2023-11-24","","03","폐업","02","폐업","2024-03-26","","","","","36.36","151-867","서울특별시 관악구 신림동 412-234","서울특별시 관악구 문성로38길 70-4, 1층 (신림동)","08843","반달마라","2024-03-26 13:11:46","U","2024-03-28 02:40:00","중국식","193751.553611291","441458.053550087","중국식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","36.36","","","",
"208","일반음식점","07_24_04_P","3200000","3200000-101-2023-00586","2023-11-24","","03","폐업","02","폐업","2023-12-27","","","","","4.51","151-844","서울특별시 관악구 봉천동 928-1 우형빌딩","서울특별시 관악구 장군봉1길 56, 우형빌딩 지하1층 키친밸리 18호 (봉천동)","08785","스타밥스","2023-12-27 15:04:42","U","2023-12-29 02:40:00","한식","194899.891834822","442135.938022991","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","4.51","","","",
"209","일반음식점","07_24_04_P","4060000","4060000-101-2023-00783","2023-11-20","","03","폐업","02","폐업","2023-11-26","","","","","0.00","413-901","경기도 파주시 문산읍 사목리 494-1 임진각","경기도 파주시 문산읍 임진각로 177","10808","한우협회","2023-11-27 04:15:09","U","2023-11-29 02:40:00","한식","177067.332277683","487447.428470809","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"210","일반음식점","07_24_04_P","5230000","5230000-101-2023-00041","2023-09-22","","03","폐업","02","폐업","2023-10-08","","","","","","757-844","경상북도 예천군 용문면 상금곡리 385-1 금당실체험마을","경상북도 예천군 용문면 금당실길 118-32, 금당실체험마을","36835","치킨앤호프","2023-10-09 04:15:08","U","2023-10-12 02:40:00","호프/통닭","325973.513933906","355606.698338493","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"211","일반음식점","07_24_04_P","5230000","5230000-101-2023-00040","2023-09-22","","03","폐업","02","폐업","2023-10-08","","","","","","757-844","경상북도 예천군 용문면 상금곡리 385-1 금당실체험마을","경상북도 예천군 용문면 금당실길 118-32, 금당실체험마을","36835","묵은지","2023-10-09 04:15:08","U","2023-10-12 02:40:00","한식","325973.513933906","355606.698338493","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"212","일반음식점","07_24_04_P","3970000","3970000-101-2023-00078","2023-09-22","","03","폐업","02","폐업","2023-09-24","","","","","250.00","427-805","경기도 과천시 중앙동 6-2 과천시민회관","경기도 과천시 통영로 5, 과천시민회관 옆 잔디마당 (중앙동)","13807","과천시외식업지부","2023-09-25 04:15:09","U","2023-09-27 02:40:00","한식","199016.614059421","436206.212449673","한식","0","0","","","","0","0","0","0","0","","0","0","N","250","","","",
"213","일반음식점","07_24_04_P","3150000","3150000-101-2023-00614","2023-09-22","","03","폐업","02","폐업","2024-02-29","","","","","23.90","157-210","서울특별시 강서구 마곡동 774-2 보타닉파크타워2 109호","서울특별시 강서구 공항대로 213, 보타닉파크타워2 1층 109호 (마곡동)","07802","마곡도넛","2024-02-29 10:35:42","U","2024-03-02 02:40:00","분식","185032.421148111","450836.071292455","분식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","23.9","","","",
"214","일반음식점","07_24_04_P","3120000","3120000-101-2023-00407","2023-11-27","","03","폐업","02","폐업","2024-11-21","","","","","28.00","120-812","서울특별시 서대문구 북가좌동 292-17","서울특별시 서대문구 증가로25길 4, 1층 (북가좌동)","03682","푸짐한 식탁","2024-11-21 16:21:27","U","2024-11-23 02:40:00","한식","192330.21031147","453264.237818993","한식","0","0","","","","0","0","0","0","0","","0","0","N","28","","","",
"215","일반음식점","07_24_04_P","5380000","5380000-101-2023-00496","2023-11-27","","03","폐업","02","폐업","2024-08-05","","","","","76.00","626-050","경상남도 양산시 중부동 398-15","경상남도 양산시 삼일로 66, 1층 일부호 (중부동)","50621","전통먹거리일번지","2024-08-05 11:09:26","U","2024-08-07 02:40:00","기타","384898.747195115","206801.23627288","기타","0","0","","","","0","0","0","0","0","","0","0","N","76","","","",
"216","일반음식점","07_24_04_P","5380000","5380000-101-2023-00495","2023-11-27","","03","폐업","02","폐업","2024-02-05","","","","","106.52","626-811","경상남도 양산시 물금읍 가촌리 1260-15","경상남도 양산시 물금읍 백호2길 7-9, 1층","50613","부산소문난돼지국밥","2024-02-05 13:23:56","U","2024-02-07 02:40:00","기타","381736.263246753","204106.430336652","기타","0","0","","","","0","0","0","0","0","","0","0","N","106.52","","","",
"217","일반음식점","07_24_04_P","3990000","3990000-101-2023-00764","2023-11-27","","03","폐업","02","폐업","2024-10-15","","","","","140.80","472-501","경기도 남양주시 별내동 1010-2","경기도 남양주시 별내중앙로58번길 28, 1층 (별내동)","12112","진성산시도삭면 별내점","2024-10-15 10:09:59","U","2024-10-17 02:40:00","중국식","210917.169988085","460575.440647303","중국식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","140.8","","","",
"218","일반음식점","07_24_04_P","3150000","3150000-101-2023-00789","2023-12-04","","03","폐업","02","폐업","2024-09-03","","","","","98.50","157-883","서울특별시 강서구 화곡동 359-54 지하1층","서울특별시 강서구 가로공원로76길 100, 지하1층 (화곡동)","07766","백구사","2024-09-03 15:46:17","U","2024-09-05 02:40:00","한식","185684.370684392","447853.183910005","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","98.5","","","",
"219","일반음식점","07_24_04_P","4610000","4610000-101-2023-00146","2023-12-04","","03","폐업","02","폐업","2023-12-06","","","","","0.00","340-809","충청남도 예산군 예산읍 향천리 261","","","귀곡식품(제20회 예산군어머니 체육대회)","2023-12-07 04:15:10","U","2023-12-09 02:40:00","한식","187659.977894128","352855.371363597","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"220","일반음식점","07_24_04_P","5220000","5220000-101-2023-00168","2023-12-01","","03","폐업","02","폐업","2024-10-31","","","","","66.00","718-841","경상북도 칠곡군 북삼읍 인평리 650-1","경상북도 칠곡군 북삼읍 인강1길 58","39810","박가네식육식당","2024-10-31 11:42:57","U","2024-11-02 02:40:00","한식","320513.915581032","285931.674232485","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","66","","","",
"221","일반음식점","07_24_04_P","5020000","5040000-101-2023-00284","2023-11-30","","03","폐업","02","폐업","2024-11-01","","","","","148.00","791-270","경상북도 포항시 북구 양덕동 1497 102","경상북도 포항시 북구 장량로 172, 102호 (양덕동)","37593","서민대폿집","2024-11-01 17:07:19","U","2024-11-03 02:40:00","한식","416046.730620394","289447.374605957","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","148","","","",
"222","일반음식점","07_24_04_P","4090000","4090000-101-2023-00686","2023-11-30","","03","폐업","02","폐업","2024-05-08","","","","","132.30","415-865","경기도 김포시 통진읍 마송리 521-3 핵심프라자 6층 602,603호","경기도 김포시 통진읍 마송1로84번길 53, 핵심프라자 6층 602일부,603호","10031","골드문","2024-05-08 14:39:06","U","2024-05-10 02:40:00","기타","164545.227217254","465219.865447687","기타","0","0","","","","0","0","0","0","0","","0","0","Y","132.3","","","",
"223","일반음식점","07_24_04_P","3520000","3520000-101-2023-00677","2023-11-24","","03","폐업","02","폐업","2024-11-08","","","","","67.35","406-081","인천광역시 연수구 송도동 190-2 송도글로벌캠퍼스푸르지오","인천광역시 연수구 송도문화로28번길 28, 205동 5-116,117호 (송도동, 송도글로벌캠퍼스푸르지오)","21986","뉴트로509&트루바이 송도점","2024-11-08 14:11:43","U","2024-11-10 02:40:00","경양식","169268.772668463","430570.255303601","경양식","0","0","","","","0","0","0","0","0","","0","0","N","67.35","","","",
"224","일반음식점","07_24_04_P","3170000","3170000-101-2023-00315","2023-11-20","","03","폐업","02","폐업","2023-12-13","","","","","13.70","153-832","서울특별시 금천구 독산동 1044-2","서울특별시 금천구 독산로51길 5, 지상1층 (독산동)","08618","내가찾던그집","2023-12-13 16:38:32","U","2023-12-15 02:40:00","한식","191403.08083673","440068.044038622","한식","0","0","","","","0","0","0","0","0","","0","0","N","13.7","","","",
"225","일반음식점","07_24_04_P","3740000","3770000-101-2023-00415","2023-11-20","","03","폐업","02","폐업","2023-12-13","","","","","92.69","442-834","경기도 수원시 팔달구 인계동 1043-9 신흥빌딩","경기도 수원시 팔달구 효원로265번길 41, 신흥빌딩 5층 501호 (인계동)","16490","감동식당","2023-12-13 11:41:20","U","2023-12-15 02:40:00","기타","202704.128359142","418001.640918528","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","92.69","","","",
"226","일반음식점","07_24_04_P","5690000","5690000-101-2023-00542","2023-11-15","","03","폐업","02","폐업","2024-08-13","","","","","84.40","339-011","세종특별자치시 아름동 1316 송남빌딩","세종특별자치시 보듬3로 154, 송남빌딩 1층 105,106호 (아름동)","30100","아름대패삼겹 지점, 장충동 왕족발 세종점","2024-08-13 13:45:44","U","2024-08-17 02:40:00","한식","221665.432597212","334609.54603548","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","84.4","","","",
"227","일반음식점","07_24_04_P","3740000","3760000-101-2023-00417","2023-11-15","","03","폐업","02","폐업","2024-09-09","","","","","13.86","441-822","경기도 수원시 권선구 권선동 1019-2","경기도 수원시 권선구 경수대로384번길 24, 4층 일부호 (권선동)","16571","버거웨이","2024-09-09 16:51:10","U","2024-09-11 02:40:00","기타","202196.044923555","417571.080065026","기타","0","0","","","","0","0","0","0","0","","0","0","N","13.86","","","",
"228","일반음식점","07_24_04_P","3160000","3160000-101-2023-00328","2023-09-22","","03","폐업","02","폐업","2023-10-08","","","","","25.00","152-050","서울특별시 구로구 구로동 621-8 구로G페스티벌 안양천 먹거리장터 행사장 내","","","구로5동 주민자치위원회","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","188481.187122708","444200.017269092","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"229","일반음식점","07_24_04_P","5480000","5480000-101-2023-00030","2023-09-22","","03","폐업","02","폐업","2023-11-19","","","","","125.00","678-973","경상남도 합천군 가회면 둔내리 산 219-11","경상남도 합천군 가회면 황매산공원길 331","50226","황매산철쭉식당","2023-12-29 14:25:02","U","2023-12-31 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","125","","","",
"230","일반음식점","07_24_04_P","4060000","4060000-101-2023-00637","2023-09-22","","03","폐업","02","폐업","2023-10-09","","","","","3.60","413-883","경기도 파주시 파평면 율곡리 190-1","","","임진강 물고기","2023-10-10 04:15:09","U","2023-10-12 02:40:00","한식","183524.063082532","487509.442933136","한식","0","0","","","","0","0","0","0","0","","0","0","N","3.6","","","",
"231","일반음식점","07_24_04_P","4050000","5620000-101-2023-00355","2023-11-27","","03","폐업","02","폐업","2023-12-26","","","","","82.00","","경기도 용인시 처인구 남사읍 북리 693-5","경기도 용인시 처인구 남사읍 경기동로 67, 1층 일부","17118","다원만두","2023-12-26 16:29:55","U","2023-12-28 02:40:00","기타","211993.969758078","404884.962223867","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","82","","","",
"232","일반음식점","07_24_04_P","3930000","3930000-101-2023-00031","2023-12-01","","03","폐업","02","폐업","2023-12-13","","","","","60.00","425-330","경기도 안산시 단원구 대부북동 1847-13","경기도 안산시 단원구 대부황금로 1516-10, 2층 일부호 (대부북동)","15638","추억의지연상회","2023-12-13 17:44:52","U","2023-12-15 02:40:00","기타","162418.115811977","420794.271629797","기타","0","0","","","","0","0","0","0","0","","0","0","N","60","","","",
"233","일반음식점","07_24_04_P","4950000","4950000-101-2023-00164","2023-12-01","","03","폐업","02","폐업","2023-12-02","","","","","3.30","","전라남도 무안군 일로읍 오룡리 20","전라남도 무안군 일로읍 오남로 55, 오룡공원","58580","아몬드테이블","2023-12-03 04:15:09","U","2023-12-05 02:40:00","기타","152751.120957163","145446.896900235","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
